NameCode,Scientific,CurrentPLANTSCode,GrowthHabit,GrowthHabitSub,Duration,Nonnative,Invasive,GrowthHabitSub2
ARHOD,Arenaria hookeri subsp. desertorum,ARHOD,NonWoody,Forb,Perennial,NATIVE,,Forb
ARHOH3,Arenaria hookeri subsp. hookeri,ARHOH3,NonWoody,Forb,Perennial,NATIVE,,Forb
ARHOP3,Arabis holboellii var. pinetorum,ARHOP3,NonWoody,Forb,Perennial,NATIVE,,Forb
ARCO25,Arabis consanguinea,ARHOR,NonWoody,Forb,Perennial,NATIVE,,Forb
ARHOR,Arabis holboellii var. retrofracta,ARHOR,NonWoody,Forb,Perennial,NATIVE,,Forb
BORE6,Boechera retrofracta,ARHOR,NonWoody,Forb,Perennial,NATIVE,,Forb
ARIST,Aristida,ARIST,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARKI,Arenaria kingii,ARKI,NonWoody,Forb,Perennial,NATIVE,,Forb
ARKIK,Arenaria kingii subsp. kingii,ARKIK,NonWoody,Forb,Perennial,NATIVE,,Forb
ARKIU2,Arenaria kingii subsp. uintahensis,ARKIU2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLA11,Arceuthobium laricis,ARLA11,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLA8,Arnica latifolia,ARLA8,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLE,Arabis lemmonii,ARLE,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLI,Arabis lignifera,ARLI,NonWoody,Forb,Perennial,NATIVE,,Forb
BOLI6,Boechera lignifera,ARLI,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLO16,Aristida longespica,ARLO16,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
ARLO5,Arnica lonchophylla,ARLO5,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLO6,Arnica longifolia,ARLO6,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLO7,Artemisia longifolia,ARLO7,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLU,Artemisia ludoviciana,ARLU,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLUA2,Artemisia ludoviciana var. albula,ARLUA,NonWoody,Forb,Perennial,NATIVE,,Forb
ARLUL2,Artemisia ludoviciana subsp. ludoviciana,ARLUL2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARMAM4,Arenaria macradenia var. macradenia,ARMAM,NonWoody,Forb,Perennial,NATIVE,,Forb
ARMI4,Artemisia michauxiana,ARMI4,NonWoody,Forb,Perennial,NATIVE,,Forb
ARMO4,Arnica mollis,ARMO4,NonWoody,Forb,Perennial,NATIVE,,Forb
ARMU,Argemone munita,ARMU,NonWoody,Forb,Annual,NATIVE,,Forb
ARNIC,Arnica,ARNIC,NonWoody,Forb,Perennial,NATIVE,,Forb
ARNO4,Artemisia nova,ARNO4,Woody,Shrub,Perennial,NATIVE,,Shrub
BOOX,Boechera oxylobula,AROX,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPA13,Arnica parryi,ARPA13,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPA35,Arabis pallidifolia,ARPA35,NonWoody,Forb,Perennial,NATIVE,,Forb
BOPA14,Boechera pallidifolia,ARPA35,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPA6,Arctostaphylos patula,ARPA6,Woody,Shrub,Perennial,NATIVE,,Shrub
ARPA9,Aristida pansa,ARPA9,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARPE,Arabis pendulina,ARPE,NonWoody,Forb,Perennial,NATIVE,,Forb
BOPE5,Boechera pendulina,ARPE,NonWoody,Forb,Perennial,NATIVE,,Forb
ARGR7,Arabis gracilenta,ARPE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPE2,Arabis perennans,ARPE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPE6,Artemisia pedatifida,ARPE6,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPU,Arabis puberula,ARPU,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPU2,Arabis pulchra,ARPU2,NonWoody,Forb,Perennial,NATIVE,,Forb
BOPU3,Boechera pulchra,ARPU2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPU5,Arctostaphylos pungens,ARPU5,Woody,Shrub,Perennial,NATIVE,,Shrub
ARPU8,Aristida purpurascens,ARPU8,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARPU9,Aristida purpurea,ARPU9,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARLO3,Aristida longiseta,ARPUL,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARPUP,Arabis pulchra var. pallens,ARPUP,NonWoody,Forb,Perennial,NATIVE,,Forb
ARPUP9,Aristida purpurea var. perplexa,ARPUP9,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARPY2,Artemisia pygmaea,ARPY2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARRI2,Artemisia rigida,ARRI2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARRU4,Armoracia rusticana,ARRU4,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
ARSC,Artemisia scopulorum,ARSC,NonWoody,Forb,Perennial,NATIVE,,Forb
ARSCO,Aristida schiedeana var. orcuttiana,ARSCO,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARSE,Arabis selbyi,ARSE,NonWoody,Forb,Perennial,NATIVE,,Forb
ARSE2,Arenaria serpyllifolia,ARSE2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ARSO2,Arnica sororia,ARSO2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARSP,Arabis sparsiflora,ARSP,NonWoody,Forb,Perennial,NATIVE,,Forb
ARSPS2,Arabis sparsiflora var. sparsiflora,ARSPS2,NonWoody,Forb,Perennial,NATIVE,,Forb
ARTE3,Aristida ternipes,ARTE3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARTEM,Artemisia,ARTEM,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTET,Aristida ternipes var. ternipes,ARTET,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
ARTR2,Artemisia tridentata,ARTR2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTR4,Artemisia tripartita,ARTR4,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRB3,Artemisia tridentata subsp. bonnevillensis,ARTRB3,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRR2,Artemisia tripartita subsp. rupicola,ARTRR2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARSP8,Artemisia spiciformis,ARTRS2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRS2,Artemisia tridentata subsp. spiciformis,ARTRS2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRT,Artemisia tridentata subsp. tridentata,ARTRT,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRT2,Artemisia tripartita subsp. tripartita,ARTRT2,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRV,Artemisia tridentata subsp. vaseyana,ARTRV,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRV2,Artemisia tridentata var. vaseyana,ARTRV,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRW,Artemisia tridentata var. wyomingensis,ARTRW8,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRW8,Artemisia tridentata subsp. wyomingensis,ARTRW8,Woody,Shrub,Perennial,NATIVE,,Shrub
ARTRX,Artemisia tridentata subsp. xericensis,ARTRX,Woody,Shrub,Perennial,NATIVE,,Shrub
ARUV,Arctostaphylos uva-ursi,ARUV,Woody,Shrub,Perennial,NATIVE,,Shrub
ASAG2,Astragalus agrestis,ASAG2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAL6,Astragalus allochrous,ASAL6,NonWoody,Forb,Annual,NATIVE,,Forb
ASAL7,Astragalus alpinus,ASAL7,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAM3,Astragalus americanus,ASAM3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAM5,Astragalus amphioxys,ASAM5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAN2,Astragalus andersonii,ASAN2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAR3,Astragalus aretioides,ASAR3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAS,Asclepias asperula,ASAS,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAS2,Astragalus asclepiadoides,ASAS2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAT,Astragalus atratus,ASAT,NonWoody,Forb,Perennial,NATIVE,,Forb
ASATO,Astragalus atratus var. owyheensis,ASATO,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAU,Astragalus austiniae,ASAU,NonWoody,Forb,Perennial,NATIVE,,Forb
ASAU4,Astragalus australis,ASAU4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBE3,Astragalus beckwithii,ASBE3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBI,Astragalus bicristatus,ASBI,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBI2,Astragalus bisulcatus,ASBI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBO,Astragalus bodinii,ASBO,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBO3,Astragalus bourgovii,ASBO3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCA11,Astragalus canadensis,ASCA11,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCA12,Astragalus caricinus,ASCA12,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCA14,Astragalus casei,ASCA14,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCA9,Astragalus calycosus,ASCA9,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCAS,Astragalus calycosus var. scaposus,ASCAS,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCE,Astragalus ceramicus,ASCE,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCEF,Astragalus ceramicus var. filifolius,ASCEF,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCH4,Astragalus chamaeleuce,ASCH4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCI2,Astragalus cibarius,ASCI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCI4,Astragalus cicer,ASCI4,NonWoody,Forb,Perennial,EXOTIC,INVASIVE,Forb
ASCO11,Astragalus conjunctus,ASCO11,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCO12,Astragalus convallarius,ASCO12,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCO8,Astragalus coltonii,ASCO8,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCOC9,Astragalus convallarius var. convallarius,ASCOC9,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCR2,Astragalus crassicarpus,ASCR2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCU3,Astragalus curtipes,ASCU3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCU4,Astragalus curvicarpus,ASCU4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCU5,Astragalus cusickii,ASCU5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASDR3,Astragalus drummondii,ASDR3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASEPL,Astragalus episcopus var. lancearius,ASEPL,NonWoody,Forb,Perennial,NATIVE,,Forb
ASER4,Astragalus eremiticus,ASER4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASFA,Asclepias fascicularis,ASFA,NonWoody,Forb,Perennial,NATIVE,,Forb
ASFI,Astragalus filipes,ASFI,NonWoody,Forb,Perennial,NATIVE,,Forb
ASFL,Astragalus flavus,ASFL,NonWoody,Forb,Perennial,NATIVE,,Forb
ASFL2,Astragalus flexuosus,ASFL2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASFLF,Astragalus flexuosus var. flexuosus,ASFLF,NonWoody,Forb,Perennial,NATIVE,,Forb
ASGE,Astragalus geyeri,ASGE,NonWoody,Forb,Annual,NATIVE,,Forb
ASGI,Astragalus gibbsii,ASGI,NonWoody,Forb,Perennial,NATIVE,,Forb
ASGI5,Astragalus gilviflorus,ASGI5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASGR3,Astragalus gracilis,ASGR3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASHU2,Astragalus humistratus,ASHU2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASIN5,Astragalus inflexus,ASIN5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASIO,Astragalus iodanthus,ASIO,NonWoody,Forb,Perennial,NATIVE,,Forb
ASIOD,Astragalus iodanthus var. diaphanoides,ASIOD,NonWoody,Forb,Perennial,NATIVE,,Forb
ASJE2,Astragalus jejunus,ASJE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASKE,Astragalus kentrophyta,ASKE,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLA27,Astragalus laxmannii,ASLA27,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLA8,Astragalus layneae,ASLA8,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLAR,Astragalus laxmannii var. robustior,ASLAR,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLE8,Astragalus lentiginosus,ASLE8,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLEL3,Astragalus lentiginosus var. lentiginosus,ASLEL3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLI5,Astragalus linifolius,ASLI5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLO3,Astragalus lonchocarpus,ASLO3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASLO4,Astragalus lotiflorus,ASLO4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMA6,Astragalus malacus,ASMA6,NonWoody,Forb,Perennial,NATIVE,,Forb
ASME2,Astragalus megacarpus,ASME2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMI10,Astragalus missouriensis,ASMI10,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMI7,Astragalus minthorniae,ASMI7,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMI9,Astragalus miser,ASMI9,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMIO,Astragalus miser var. oblongifolius,ASMIO,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMIT,Astragalus miser var. tenuifolius,ASMIT,NonWoody,Forb,Perennial,NATIVE,,Forb
ASMO7,Astragalus mollissimus,ASMO7,NonWoody,Forb,Perennial,NATIVE,,Forb
ASBI8,Astragalus bigelovii,ASMOB,NonWoody,Forb,Perennial,NATIVE,,Forb
ASCO18,Astragalus cottamii,ASMOC2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTH2,Astragalus thompsoniae,ASMOT,NonWoody,Forb,Perennial,NATIVE,,Forb
ASNE6,Astragalus newberryi,ASNE6,NonWoody,Forb,Perennial,NATIVE,,Forb
ASNU4,Astragalus nuttallianus,ASNU4,NonWoody,Forb,Annual,NATIVE,,Forb
ASNUA,Astragalus nuttallianus var. austrinus,ASNUA,NonWoody,Forb,Annual,NATIVE,,Forb
ASOB4,Astragalus obscurus,ASOB4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASOO3,Astragalus oöphorus,ASOO3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPA13,Astragalus parryi,ASPA13,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPA14,Astragalus pattersonii,ASPA14,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPE5,Astragalus pectinatus,ASPE5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPI4,Astragalus pinonis,ASPI4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPR,Asperugo procumbens,ASPR,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ASPR5,Astragalus praelongus,ASPR5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPU,Asclepias pumila,ASPU,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPU7,Astragalus pulsiferae,ASPU7,NonWoody,Forb,Perennial,NATIVE,,Forb
ASPU9,Astragalus purshii,ASPU9,NonWoody,Forb,Perennial,NATIVE,,Forb
ASROM,Astragalus robbinsii var. minor,ASROM,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSA4,Astragalus salmonis,ASSA4,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSH3,Astragalus shortianus,ASSH3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSO3,Astragalus solitarius,ASSO3,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSP,Asclepias speciosa,ASSP,NonWoody,Forb,Perennial,NATIVE,,Forb
ASSP6,Astragalus spatulatus,ASSP6,NonWoody,Forb,Perennial,NATIVE,,Forb
ASST,Asclepias stenophylla,ASST,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTE10,Astragalus tetrapterus,ASTE10,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTE5,Astragalus tenellus,ASTE5,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTER,Aster,ASTER,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTO2,Astragalus toanus,ASTO2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASTRA,Astragalus,ASTRA,NonWoody,Forb,Perennial,NATIVE,,Forb
ASUT,Astragalus utahensis,ASUT,NonWoody,Forb,Perennial,NATIVE,,Forb
ASVE,Asclepias verticillata,ASVE,NonWoody,Forb,Perennial,NATIVE,,Forb
ASWE2,Astragalus wetherillii,ASWE2,NonWoody,Forb,Perennial,NATIVE,,Forb
ASWH,Astragalus whitneyi,ASWH,NonWoody,Forb,Perennial,NATIVE,,Forb
ASWI2,Astragalus wingatanus,ASWI2,NonWoody,Forb,Perennial,NATIVE,,Forb
ATAC,Atriplex acanthocarpa,ATAC,Woody,Shrub,Perennial,NATIVE,,Shrub
ATAP,Atriplex aptera,ATAP,Woody,SubShrub,Perennial,NATIVE,,Shrub
ATAR2,Atriplex argentea,ATAR2,NonWoody,Forb,Annual,NATIVE,,Forb
ATCA,Atriplex californica,ATCA,NonWoody,Forb,Perennial,NATIVE,,Forb
ATCA2,Atriplex canescens,ATCA2,Woody,Shrub,Perennial,NATIVE,,Shrub
ATCO,Atriplex confertifolia,ATCO,Woody,Shrub,Perennial,NATIVE,,Shrub
ATCO4,Atriplex corrugata,ATCO4,Woody,Shrub,Perennial,NATIVE,,Shrub
ATCU,Atriplex cuneata,ATCU,Woody,SubShrub,Perennial,NATIVE,,Shrub
ATFA,Atriplex falcata,ATFA,Woody,SubShrub,Perennial,NATIVE,,Shrub
ATGA,Atriplex gardneri,ATGA,Woody,SubShrub,Perennial,NATIVE,,Shrub
ATHO,Atriplex hortensis,ATHO,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ATMI2,Atriplex micrantha,ATMI2,NonWoody,Forb,Annual,EXOTIC,,Forb
ATNU2,Atriplex nuttallii,ATNU2,Woody,Shrub,Perennial,NATIVE,,Shrub
ATOB,Atriplex obovata,ATOB,Woody,SubShrub,Perennial,NATIVE,,Shrub
ATPA4,Atriplex patula,ATPA4,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
ATPO,Atriplex polycarpa,ATPO,Woody,Shrub,Perennial,NATIVE,,Shrub
ATPR,Atriplex prostrata,ATPR,NonWoody,Forb,Annual,NATIVE,,Forb
ATRIP,Atriplex,ATRIP,Woody,Shrub,Perennial,NATIVE,,Shrub
ATSA,Atriplex saccaria,ATSA,NonWoody,Forb,Annual,NATIVE,,Forb
ATTR,Atriplex truncata,ATTR,NonWoody,Forb,Annual,NATIVE,,Forb
ATTR3,Atriplex tridentata,ATTR3,Woody,SubShrub,Perennial,NATIVE,,Shrub
AVFA,Avena fatua,AVFA,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
BAAB,Bahia absinthifolia,BAAB,NonWoody,Forb,Perennial,NATIVE,,Forb
BAAM4,Bassia americana,BAAM4,Woody,SubShrub,Perennial,NATIVE,,Shrub
KOAM,Kochia americana,BAAM4,Woody,SubShrub,Perennial,NATIVE,,Shrub
NEAM,Neokochia americana,BAAM4,Woody,SubShrub,Perennial,NATIVE,,Shrub
BACCH,Baccharis,BACCH,Woody,Shrub,Perennial,NATIVE,,Shrub
AMDI5,Amauriopsis dissecta,BADI,NonWoody,Forb,Annual,NATIVE,,Forb
BADI,Bahia dissecta,BADI,NonWoody,Forb,Annual,NATIVE,,Forb
BAHO,Balsamorhiza hookeri,BAHO,NonWoody,Forb,Perennial,NATIVE,,Forb
BAHI,Balsamorhiza hirsuta,BAHOH,NonWoody,Forb,Perennial,NATIVE,,Forb
BAHOH2,Balsamorhiza hookeri var. hispidula,BAHOH2,NonWoody,Forb,Perennial,NATIVE,,Forb
BAHY,Bassia hyssopifolia,BAHY,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
BAILE,Baileya,BAILE,NonWoody,Forb,Annual,NATIVE,,Forb
BAIN,Balsamorhiza incana,BAIN,NonWoody,Forb,Perennial,NATIVE,,Forb
BALSA,Balsamorhiza,BALSA,NonWoody,Forb,Perennial,NATIVE,,Forb
BAMA4,Balsamorhiza macrophylla,BAMA4,NonWoody,Forb,Perennial,NATIVE,,Forb
BAMU,Baileya multiradiata,BAMU,NonWoody,Forb,Annual,NATIVE,,Forb
AMAPED,Amauriopsis pedata,BAPE,NonWoody,Forb,Annual,NATIVE,,Forb
BAPL3,Baileya pleniradiata,BAPL3,NonWoody,Forb,Annual,NATIVE,,Forb
BAPR5,Bassia prostrata,BAPR5,Woody,SubShrub,Perennial,EXOTIC,,Shrub
KOPR80,Kochia prostrata,BAPR5,Woody,SubShrub,Perennial,EXOTIC,,Shrub
BAPT,Baccharis pteronioides,BAPT,Woody,Shrub,Perennial,NATIVE,,Shrub
BARBU2,Barbula,BARBU2,NonWoody,NonVascular,Perennial,,,NonVascular
BASA,Baccharis salicina,BASA,Woody,Shrub,Perennial,NATIVE,,Shrub
BASA2,Baccharis sarothroides,BASA2,Woody,Shrub,Perennial,NATIVE,,Shrub
BASA3,Balsamorhiza sagittata,BASA3,NonWoody,Forb,Perennial,NATIVE,,Forb
BASC5,Bassia scoparia,BASC5,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
KOSC,Kochia scoparia,BASC5,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
BASE,Baccharis sergiloides,BASE,Woody,Shrub,Perennial,NATIVE,,Shrub
BASE2,Balsamorhiza serrata,BASE2,NonWoody,Forb,Perennial,NATIVE,,Forb
BASE4,Balsamorhiza sericea,BASE4,NonWoody,Forb,Perennial,NATIVE,,Forb
BASSI,Bassia,BASSI,NonWoody,Forb,Annual,EXOTIC,,Forb
BEFE,Berberis fendleri,BEFE,Woody,Shrub,Perennial,NATIVE,,Shrub
BEIN2,Berteroa incana,BEIN2,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
BEJU,Bebbia juncea,BEJU,Woody,SubShrub,Perennial,NATIVE,,Shrub
BEPA,Betula papyrifera,BEPA,Woody,Tree,Perennial,NATIVE,,Shrub
BERLA,Berlandiera,BERLA,NonWoody,Forb,Perennial,NATIVE,,Forb
BEVU,Berberis vulgaris,BEVU,Woody,Shrub,Perennial,EXOTIC,INVASIVE,Shrub
BEWY,Besseya wyomingensis,BEWY,NonWoody,Forb,Perennial,NATIVE,,Forb
BIBI,Bidens bigelovii,BIBI,NonWoody,Forb,Annual,NATIVE,,Forb
BLKI,Blepharidachne kingii,BLKI,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BLSC,Blepharipappus scaber,BLSC,NonWoody,Forb,Annual,NATIVE,,Forb
BLSE,Blechnum serrulatum,BLSE,NonWoody,Forb,Perennial,NATIVE,,Forb
BLTR,Blepharoneuron tricholepis,BLTR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOAR,Bouteloua aristidoides,BOAR,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
BOBA2,Bouteloua barbata,BOBA2,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
BOBAB3,Bouteloua barbata var. barbata,BOBA2,NonWoody,Graminoid,Annual,NATIVE,,Graminoid
BOBA3,Bothriochloa barbinodis,BOBA3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOBEA,Bobea,BOBEA,Woody,Tree,Perennial,NATIVE,,Shrub
BOBR,Bouteloua breviseta,BOBR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOCH,Bouteloua chondrosioides,BOCH,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOCU,Bouteloua curtipendula,BOCU,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BODA2,Bouteloua dactyloides,BODA2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOER,Boerhavia erecta,BOER,NonWoody,Forb,Annual,NATIVE,,Forb
BOER4,Bouteloua eriopoda,BOER4,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOERH2,Boerhavia,BOERH2,NonWoody,Forb,Annual,NATIVE,,Forb
BOGR,Boerhavia gracillima,BOGR,NonWoody,Forb,Perennial,NATIVE,,Forb
BOGR2,Bouteloua gracilis,BOGR2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOHI,Bommeria hispida,BOHI,NonWoody,Forb,Perennial,NATIVE,,Forb
BOHI2,Bouteloua hirsuta,BOHI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOETRII,Boerhavia triquetra var. intermedia,BOIN,NonWoody,Forb,Annual,NATIVE,,Forb
BOIN,Boerhavia intermedia,BOIN,NonWoody,Forb,Annual,NATIVE,,Forb
BOOF,Borago officinalis,BOOF,NonWoody,Forb,Annual,EXOTIC,INVASIVE,Forb
BORA,Bouteloua radicosa,BORA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BORAG,Borago,BORAG,,,,EXOTIC,,
BOSP,Boerhavia spicata,BOSP,NonWoody,Forb,Annual,NATIVE,,Forb
BOTO2,Boerhavia torreyana,BOSP,NonWoody,Forb,Annual,NATIVE,,Forb
BOTHR,Bothriochloa,BOTHR,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOWA,Bouteloua warnockii,BOWA,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BOWR,Boerhavia wrightii,BOWR,NonWoody,Forb,Annual,NATIVE,,Forb
BRAN,Bromus anomalus,BRAN,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BRAR3,Bromus arenarius,BRAR3,NonWoody,Graminoid,Annual,EXOTIC,,Graminoid
BRAR5,Bromus arvensis,BRAR5,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
BRJA,Bromus japonicus,BRAR5,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
BRASS2,Brassica,BRASS2,NonWoody,Forb,Annual,EXOTIC,,Forb
BRAT,Brickellia atractyloides,BRAT,Woody,Shrub,Perennial,NATIVE,,Shrub
BRBI2,Bromus biebersteinii,BRBI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BRBR2,Brickellia brachyphylla,BRBR2,NonWoody,Forb,Perennial,NATIVE,,Forb
BRBR5,Bromus briziformis,BRBR5,NonWoody,Graminoid,Annual,EXOTIC,INVASIVE,Graminoid
BRCA5,Bromus carinatus,BRCA5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
CECA11,Ceratochloa carinata,BRCA5,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BRCI2,Bromus ciliatus,BRCI2,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
BRCIC3,Bromus ciliatus var. ciliatus,BRCIC3,NonWoody,Graminoid,Perennial,NATIVE,,Graminoid
