FID_TrtPoly009,Prj_ID,Trt_ID,init_date_est,comp_date_est,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,TrtPolyID,FID_MLRA,MLRA_ID,MLRARSYM,MLRA_NAME,LRRSYM,LRR_NAME,Shape_Length,Shape_Area
1970,25867,73394,9/8/2004,9/15/2004,Prescribed Burn,Prescribed Burn,Prescribed Burn,30441,50,50,46,Northern and Central Rocky Mountain Foothills,E,Rocky Mountain Range and Forest Region,19208.089904132841184,4908689.026743452064693
1973,25875,73402,9/5/2007,9/12/2007,Prescribed Burn,Prescribed Burn,Prescribed Burn,30449,50,50,46,Northern and Central Rocky Mountain Foothills,E,Rocky Mountain Range and Forest Region,67575.193313818424940,54484239.192409187555313
2005,25841,73368,8/24/1999,8/31/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30415,50,50,46,Northern and Central Rocky Mountain Foothills,E,Rocky Mountain Range and Forest Region,340.009731131180104,4262.652714180461771
2006,25875,73402,9/5/2007,9/12/2007,Prescribed Burn,Prescribed Burn,Prescribed Burn,30449,50,50,46,Northern and Central Rocky Mountain Foothills,E,Rocky Mountain Range and Forest Region,340.009731131180104,4262.652714180461771
410,4390,12268,9/15/2004,9/18/2004,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,3969,69,69,58B,"Northern Rolling High Plains, Southern Part",G,Western Great Plains Range and Irrigated Region,36494.436676843761234,3608021.012356528546661
1982,25959,73486,10/21/1985,10/22/1985,Prescribed Burn,Prescribed Burn,Prescribed Burn,30533,69,69,58B,"Northern Rolling High Plains, Southern Part",G,Western Great Plains Range and Irrigated Region,22759.427077562646446,1705759.537200709572062
1987,26021,73548,10/7/1999,10/10/1999,Prescribed Burn,Prescribed Burn,Prescribed Burn,30595,69,69,58B,"Northern Rolling High Plains, Southern Part",G,Western Great Plains Range and Irrigated Region,93114.014481125705061,3471246.114714377559721
1530,22051,57721,4/22/2016,5/12/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21480,10,10,9,Palouse and Nez Perce Prairies,B,Northwestern Wheat and Range Region,41672.144305879301101,26372785.553072560578585
1117,12921,34799,6/15/2002,6/15/2003,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,11852,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,78078.551105315549648,26059134.104991916567087
1530,22051,57721,4/22/2016,5/12/2016,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,21480,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,43198.367369961204531,44030140.487270593643188
28,383,1018,11/15/2004,12/15/2004,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,353,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,7857.371288831097445,1081545.113759333733469
29,383,1015,7/22/2002,9/30/2005,Seeding,Drill Seeding,Ground Seeding: Drill,354,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,968.301470444186293,35508.864505191340868
30,383,1016,7/22/2002,9/30/2005,Seeding,Drill Seeding,Ground Seeding: Drill,355,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,24875.046027586471610,3556313.080529216676950
31,383,1017,2/18/2003,3/11/2003,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,356,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,46660.502314983343240,60416462.728903554379940
34,468,1258,6/15/1972,6/15/1972,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,430,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,24033.361704523405933,27381690.017866779118776
48,564,1502,2/28/2008,3/16/2008,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,512,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,55326.022022353907232,14971137.014057969674468
64,800,2200,5/9/2006,5/13/2006,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,738,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,16259.667148565471507,4146310.202562658581883
112,1212,3388,5/3/1965,5/18/1965,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,1132,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,706.388332528985075,13707.820351849224608
115,1260,3553,5/2/1966,5/6/1966,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,1173,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,12701.591854468771999,8485107.052609477192163
116,1262,3557,6/15/1974,6/15/1974,Seeding,Drill Seeding,Ground Seeding: Drill,1174,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,51382.980414036072034,30435970.696478568017483
128,1382,3887,5/31/1963,6/10/1963,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,1303,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,15139.746862008476455,9623678.195473942905664
148,1598,4471,10/15/2005,10/15/2005,Seeding,Drill Seeding,Ground Seeding: Drill,1502,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,31959.771960573769320,1759544.208788622403517
159,1721,4796,9/30/2012,9/30/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1616,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,54022.485103363280359,17017448.327224317938089
160,1721,57100,5/28/2015,9/6/2015,Vegetation/Soil Manipulation,Vegetation Disturbance,Tree/Brush Control: Thin and Pile,1618,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,46579.341260076085746,12245122.372300485149026
161,1721,4787,5/9/2006,5/13/2006,Prescribed Burn,Prescribed Burn,Prescribed Burn: Jackpot,1628,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,33315.879545138079266,7585088.731082758866251
162,1721,4792,6/5/2010,6/5/2010,Prescribed Burn,Prescribed Burn,Prescribed Burn: Jackpot,1633,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,5915.682652254953609,1543955.298306566197425
163,1721,4793,9/30/2010,11/30/2010,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1634,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,58144.736309382904437,33804459.026803173124790
164,1721,4794,4/11/2011,6/30/2011,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1635,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,73750.457435256903409,29263808.196732472628355
165,1721,4795,9/30/2012,9/30/2012,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1636,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,53518.430362573562888,17016058.887149237096310
166,1721,4797,11/18/2013,11/18/2013,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1637,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,33567.921050950142671,7647742.078045346774161
167,1721,4799,5/27/2014,7/20/2014,Vegetation/Soil Manipulation,Vegetation Disturbance,Vegetation Disturbance: Thinning,1638,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,43959.573739887207921,18387522.105836790055037
175,1814,5027,6/15/2007,6/15/2007,Seeding,Ground Seeding,Ground Seeding,1725,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,8152.222047107194157,2632444.952495795674622
214,2260,6181,1/15/2007,1/15/2007,Seeding,Aerial Seeding,Aerial Seeding,2093,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,159287.160087597643724,78679780.103475898504257
548,5987,16581,6/15/2000,6/15/2001,Seeding,Aerial Seeding,Aerial Seeding,5485,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,55966.652816177498607,49530424.080874010920525
563,6334,17495,6/15/2001,6/15/2001,Seeding,Aerial Seeding,Aerial Seeding,5796,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,32827.686186783816083,17595420.401413410902023
564,6334,17494,11/17/2000,12/6/2000,Seeding,Drill Seeding,Ground Seeding: Drill,5797,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,57673.965273366251495,7911172.961968823336065
586,6528,60612,7/26/2012,7/26/2012,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,5990,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,20338.630981516955217,2288697.640145536977798
636,7079,19412,6/15/1980,6/15/1980,Prescribed Burn,Prescribed Burn,Prescribed Burn: Broadcast Burn,6460,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,18757.961757904544356,17113179.518625643104315
666,7494,20444,7/21/2000,7/21/2000,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,6832,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,58205.110583307228808,22054649.417469546198845
690,7728,21139,4/21/1965,5/20/1966,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,7059,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,19971.272558565564395,12420215.210247837007046
691,7757,21214,6/15/1966,6/15/1966,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Plowing,7085,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,25044.097844330608496,9066387.067591307684779
692,7757,21215,6/15/1966,6/15/1966,Seeding,Drill Seeding,Ground Seeding: Drill,7086,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,25044.097844330608496,9066387.067591307684779
712,7886,21580,4/15/1997,4/15/1998,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,7227,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,22412.084279602506285,9305661.101235818117857
715,7945,21784,10/14/2008,11/18/2008,Seeding,Drill Seeding,Ground Seeding: Drill,7299,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,18537.807485011820972,7027858.715640624053776
721,8006,21953,6/15/1984,6/15/1984,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,7360,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,11011.327061504476660,3455676.780126655939966
755,8365,22881,10/15/2013,12/15/2013,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,7689,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,19415.137699578048341,8438636.146457049995661
760,8407,22975,2/6/2001,2/12/2001,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,7751,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,90585.037068184436066,45706347.328629292547703
761,8423,23024,11/7/1960,11/30/1960,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,7773,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,35133.789503280830104,16852098.859635762870312
782,8711,23792,5/13/1968,5/23/1968,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,8012,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,13366.558224594482454,6123595.827839045785367
796,8944,24377,4/21/1965,5/20/1966,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,8200,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,19039.589857875973394,11443684.065457891672850
814,9186,24968,6/15/1969,6/15/1969,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,8400,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,29836.287351338120061,22970771.551964342594147
856,9562,56159,4/16/2015,8/24/2015,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,8757,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,201477.910779579513473,308650923.484525442123413
857,9562,25971,8/8/2015,9/4/2017,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,8758,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,684944.308846179861575,200327825.831268191337585
858,9562,56160,6/13/2017,8/21/2017,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,8759,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,197539.829804238805082,71692724.203486710786819
859,9562,25976,10/15/2016,11/1/2016,Seeding,Drill Seeding,Ground Seeding: Drill,8760,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,138527.076620894396910,32479079.914052616804838
886,9866,26792,10/1/1960,12/15/1960,Seeding,Drill Seeding,Ground Seeding: Drill,9055,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,10416.038043884744184,4370013.935452876612544
887,9872,26802,6/15/1971,6/15/1971,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,9057,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,42543.771078804660647,44796904.203549407422543
895,9947,27034,8/1/2015,11/13/2016,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,9135,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,28490.042434631934157,5162506.680224392563105
896,9947,27026,10/24/2014,10/8/2015,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,9137,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,102437.893599425238790,27215659.785295993089676
910,10119,27464,5/6/1959,6/10/1959,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,9302,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,12034.332096517282480,4640996.932614926248789
938,10505,28488,5/5/1962,5/8/1962,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,9674,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,9052.436663848257012,3738507.435429552104324
979,11159,57245,11/23/2009,11/23/2009,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,10279,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,16890.563379114617419,1872194.944634776562452
983,11226,30408,6/15/1971,6/15/1971,Seeding,Drill Seeding,Ground Seeding: Drill,10341,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,38231.538224810996326,12041942.798369741067290
984,11228,30416,6/15/1969,6/15/1969,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,10343,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,3774.358038584368387,691273.753473306423984
991,11264,48956,10/10/2012,10/25/2012,Seeding,Drill Seeding,Ground Seeding: Drill,10397,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,8413.828211663349066,3274476.310913225170225
1029,11798,31877,2/24/2004,2/24/2004,Seeding,Aerial Seeding,Aerial Seeding,10814,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,13006.301028311838309,7142992.321717805229127
1030,11798,31876,10/28/2003,11/18/2003,Seeding,Drill Seeding,Ground Seeding: Drill,10815,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,14272.340219266117856,6296853.910322108305991
1053,12131,32807,10/18/1963,10/18/1963,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,11117,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,38628.030431340645009,11175740.989297013729811
1101,12681,34164,5/28/1968,6/2/1968,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,11661,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,17256.448982809175504,6130845.089825392700732
1113,12857,34595,5/11/1969,5/13/1969,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application: Brush/Tree Control,11795,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,20515.338935902735102,26155450.827692154794931
1246,16811,43355,10/1/2016,11/30/2016,Seeding,Drill Seeding,Ground Seeding: Drill,13932,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,23610.309992954425979,7289084.521527116186917
1247,16811,43358,10/15/2018,11/16/2018,Seeding,Drill Seeding,Ground Seeding: Drill,13933,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,33702.673749564957689,6018846.008626502007246
1248,16811,52495,9/13/2017,9/29/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,13934,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,69284.498510791701847,77568957.288132384419441
1256,19807,48986,2/17/2017,2/17/2017,Seeding,Aerial Seeding,Aerial Seeding,17542,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,16953.462820494220068,1639157.554988407529891
1316,20536,50883,10/15/2015,10/17/2015,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,18962,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,34384.757774975696520,13547727.491561353206635
1317,20536,50888,10/1/2015,9/30/2016,Herbicide/Weeds/Chemical,Herbicide,Noxious Weeds: Weed Control - Herbicide Application,18964,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,92083.348969067403232,61001324.157664269208908
1318,20536,50890,9/8/2017,9/8/2017,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,18965,11,11,10,Central Rocky and Blue Mountain Foothills,B,Northwestern Wheat and Range Region,55883.914454966201447,52683608.641876474022865
